efta_number,dataset,classification,sensitivity,justification,removed_lines,added_lines,is_interesting,llm_reasoning
EFTA01803454,10,NAME_REMOVAL,HIGH,SUSPICIOUS,1,0,1,"The removal of a specific individual's name, Mariana Idtkowska, suggests an attempt to conceal or obscure connections in the investigation."
EFTA01803553,10,NAME_REMOVAL,HIGH,SUSPICIOUS,3,0,1,"The removal of specific names, particularly those with unusual spellings or formatting, suggests an attempt to conceal identities and may be related to investigative connections."
EFTA01803570,10,NAME_REMOVAL,HIGH,SUSPICIOUS,8,8,1,"The removal of specific names, such as Mariana Idikowska and Anna, suggests an attempt to obscure connections or investigative scope."
EFTA01814295,10,NAME_REMOVAL,HIGH,SUSPICIOUS,5,4,1,"The removal of specific names, particularly 'Jeffrey Epstein', suggests an attempt to conceal or obscure relevant information in the investigation."
EFTA01816249,10,NAME_REMOVAL,HIGH,SUSPICIOUS,10,12,1,"The removal of specific names (Jeffrey Epstein and Dite Anata) from the document, while leaving other contextual information intact, suggests an attempt to obscure connections or investigative leads."
EFTA01817772,10,NAME_REMOVAL,HIGH,SUSPICIOUS,13,11,1,"The removal of specific names and contact information appears to be an attempt to conceal the identities of individuals involved, which could be relevant to the investigation."
EFTA01838989,10,NAME_REMOVAL,HIGH,SUSPICIOUS,7,11,1,"The removal of specific names and email addresses appears to be an attempt to conceal the identities of individuals involved in the communication, which could be relevant to the investigation."
EFTA01847325,10,NAME_REMOVAL,HIGH,SUSPICIOUS,3,1,1,"The removal of specific names, including Jeffrey Epstein's, suggests an attempt to conceal connections or investigative targets."
EFTA01852586,10,NAME_REMOVAL,HIGH,SUSPICIOUS,2,1,1,"The removal of specific names and email addresses, while adding a similar but altered version, suggests an attempt to conceal identities or connections in the investigation."
EFTA01852643,10,NAME_REMOVAL,HIGH,SUSPICIOUS,3,2,1,"The removal of specific names and email addresses appears to be an attempt to conceal connections between individuals, which could be relevant to the investigation."
EFTA01867714,10,NAME_REMOVAL,HIGH,SUSPICIOUS,8,5,1,"The removal of Anastasiya Kopets' name and the alteration of her message suggests an attempt to conceal or obscure evidence, particularly given the context of a high-profile investigation like Epstein's."
EFTA01879788,10,NAME_REMOVAL,HIGH,SUSPICIOUS,4,2,1,"The removal of specific names, particularly those associated with individuals who may be relevant to the investigation, suggests an attempt to obscure connections or evidence."
EFTA01881038,10,NAME_REMOVAL,HIGH,SUSPICIOUS,4,3,1,"The removal of specific names, such as Irina Stremyakova, and the alteration of email addresses to remove identifiable information suggests an attempt to obscure investigative connections."
EFTA01881834,10,NAME_REMOVAL,HIGH,SUSPICIOUS,2,2,1,"The removal of specific email addresses and names suggests an attempt to conceal communication records, which could be relevant to the investigation."
EFTA01882107,10,NAME_REMOVAL,HIGH,SUSPICIOUS,3,2,1,"The removal of specific names, particularly Jeffrey Epstein's email address and the addition of altered versions suggest an attempt to conceal or manipulate evidence."
EFTA01882504,10,NAME_REMOVAL,HIGH,SUSPICIOUS,23,23,1,"The removal of specific names and email addresses from the document appears to be an attempt to obscure connections between individuals, which could be relevant to the investigation."
EFTA01884784,10,NAME_REMOVAL,HIGH,SUSPICIOUS,4,5,1,"The removal of specific names, particularly Jeffrey Epstein's email address and Gul'sum Osmanova's name, suggests an attempt to conceal connections or investigative targets."
EFTA01885070,10,NAME_REMOVAL,HIGH,SUSPICIOUS,2,1,1,"The removal of specific names, particularly 'Jeffrey Epstein', suggests an attempt to conceal or manipulate the document's content, which is suspicious given the context of a high-profile investigation."
EFTA01885200,10,NAME_REMOVAL,HIGH,SUSPICIOUS,12,12,1,"The removal of specific names and email addresses appears to be an attempt to conceal connections between individuals, which could be relevant to the investigation."
EFTA01889445,10,NAME_REMOVAL,HIGH,SUSPICIOUS,8,10,1,"The removal of specific names, such as 'Jeffrey Epstein' and 'Kira Kira', suggests an attempt to conceal connections or evidence in the investigation."
EFTA01892316,10,NAME_REMOVAL,HIGH,SUSPICIOUS,15,13,1,"The removal of specific names, including Jeffrey Epstein's, and the alteration of email addresses to conceal identities suggests an attempt to obscure investigative connections or evidence scope."
EFTA01894740,10,NAME_REMOVAL,HIGH,SUSPICIOUS,8,8,1,"The removal of specific names (Kira D, Fran, Ira, Lera) and the addition of similar text with redacted characters suggests an attempt to obscure connections or investigative targets."
EFTA01897080,10,NAME_REMOVAL,HIGH,SUSPICIOUS,5,5,1,"The removal of names appears to be selective and targeted, potentially obscuring connections between individuals involved in the case."
EFTA01899199,10,NAME_REMOVAL,HIGH,SUSPICIOUS,3,5,1,"The removal of specific names and phrases, while the surrounding text remains intact, suggests an attempt to conceal identities or connections."
EFTA01909226,10,NAME_REMOVAL,HIGH,SUSPICIOUS,11,12,1,"The removal of specific names (Jeffrey Epstein) from the document, while adding similar text with minor variations, suggests an attempt to conceal or alter investigative connections."
EFTA01914941,10,NAME_REMOVAL,HIGH,SUSPICIOUS,3,4,1,"The removal of specific names (Alma Duran, Jeffrey) and the addition of identical text suggests an attempt to conceal identities or investigative connections."
EFTA01916864,10,NAME_REMOVAL,HIGH,SUSPICIOUS,3,3,1,"The removal of specific names, particularly 'Jeffrey Epstein', suggests an attempt to obscure the identity of a key individual in the investigation."
EFTA01918689,10,NAME_REMOVAL,HIGH,SUSPICIOUS,7,6,1,"The removal of specific email addresses appears to be an attempt to conceal communication details, which could be relevant to the investigation."
EFTA01919432,10,NAME_REMOVAL,HIGH,SUSPICIOUS,3,3,1,"The removal of specific names, such as Mariana Idkkowska, suggests an attempt to conceal identities or connections in the investigation."
EFTA01923104,10,NAME_REMOVAL,HIGH,SUSPICIOUS,1,0,1,"The removal of a specific person's name, Mariana Idikowskai, suggests an attempt to conceal connections or investigative leads."
EFTA01923524,10,NAME_REMOVAL,HIGH,SUSPICIOUS,2,1,1,"The removal of specific email addresses and names appears to be an attempt to conceal communication records, which could be relevant to the investigation."
EFTA01932407,10,NAME_REMOVAL,HIGH,SUSPICIOUS,1,0,1,"The removal of a specific individual's name, Mariana Idtkoviskal, suggests an attempt to conceal connections or relationships in the investigation."
EFTA01934801,10,NAME_REMOVAL,HIGH,SUSPICIOUS,4,3,1,"The removal of specific names, such as 'Lena sue', and the alteration of email addresses to obscure sender identities suggests an attempt to conceal investigative connections or evidence scope."
EFTA01935491,10,NAME_REMOVAL,HIGH,SUSPICIOUS,2,1,1,"The removal of a specific person's name, Mariana Id±kowska, suggests an attempt to conceal or obscure connections in the investigation."
EFTA01316243,10,NAME_REMOVAL,HIGH,SUSPICIOUS,66462,65761,1,"The removal of specific names and phone numbers from the document appears to be an attempt to obscure investigative connections, which is suspicious."
EFTA01359614,10,NAME_REMOVAL,HIGH,SUSPICIOUS,79,80,1,"The removal of specific person names, such as 'Flaxen's Ming Adams' and 'Mane Bimalsy Irdormion', from the document appears to be an attempt to obscure investigative connections or evidence scope."
EFTA01361080,10,NAME_REMOVAL,HIGH,SUSPICIOUS,6,20,1,"The removal and alteration of specific email addresses, names, and dates appear to be an attempt to conceal connections between individuals involved in the case."
EFTA01361098,10,NAME_REMOVAL,HIGH,SUSPICIOUS,21,23,1,"The removal of specific names, such as 'Epstein' and 'Atila Assiya Dadd', from the document appears to be an attempt to obscure connections or investigative targets."
EFTA01944162,10,NAME_REMOVAL,HIGH,SUSPICIOUS,4,3,1,"The removal of specific names from the document, particularly 'a' and 'Ona', suggests an attempt to conceal identities or investigative connections."
EFTA01944825,10,NAME_REMOVAL,HIGH,SUSPICIOUS,3,2,1,"The removal of specific names, particularly Jeffrey Epstein's, and the addition of a seemingly unrelated name suggest an attempt to conceal or alter the identity of individuals involved in the case."
EFTA01953107,10,NAME_REMOVAL,HIGH,SUSPICIOUS,4,4,1,"The removal of specific email addresses appears to be an attempt to conceal communication details, which could be relevant to the investigation."
EFTA01958387,10,NAME_REMOVAL,HIGH,SUSPICIOUS,8,5,1,"The removal of specific names, particularly Jeffrey Epstein's, suggests an attempt to conceal connections or relationships within the document."
EFTA01986212,10,NAME_REMOVAL,HIGH,SUSPICIOUS,11,11,1,"The removal of specific names and dates appears to be an attempt to conceal the identities of individuals involved, which could be relevant to the investigation."
EFTA01987133,10,NAME_REMOVAL,HIGH,SUSPICIOUS,9,10,1,"The removal of specific email addresses appears to be an attempt to conceal communication patterns, which could be relevant to the investigation."
EFTA01990778,10,NAME_REMOVAL,HIGH,SUSPICIOUS,3,2,1,"The removal of specific names, particularly Jeffrey Epstein's, suggests an attempt to conceal connections or evidence related to the investigation."
EFTA02000254,10,NAME_REMOVAL,HIGH,SUSPICIOUS,2,3,1,"The removal of specific email addresses, particularly 'irinairina22@yahoo.com', suggests an attempt to conceal communication records or connections between individuals."
EFTA02006535,10,NAME_REMOVAL,HIGH,SUSPICIOUS,10,13,1,"The removal of specific email addresses and names appears to be an attempt to conceal connections between individuals, which could be relevant to the investigation."
EFTA02007036,10,NAME_REMOVAL,HIGH,SUSPICIOUS,12,12,1,"The removal of specific names (Jeffrey Epstein) and email addresses appears to be an attempt to conceal the identity of individuals involved in the communication, which could be relevant to the investigation."
EFTA02011037,10,NAME_REMOVAL,HIGH,SUSPICIOUS,3,4,1,"The removal of specific names (Maria and Mand) appears to be an attempt to obscure investigative connections or evidence scope, suggesting a suspicious intent."
EFTA02011169,10,NAME_REMOVAL,HIGH,SUSPICIOUS,7,4,1,"The removal of specific names and email addresses appears to be an attempt to conceal connections between individuals, which could be relevant to the investigation."
EFTA02023167,10,NAME_REMOVAL,HIGH,SUSPICIOUS,6,6,1,"The removal of specific names and email addresses appears to be an attempt to conceal connections or relationships, which could be relevant to the investigation."
